5773345  r_01_ 22  0.00652 0.00550 0.00536
5773345  r_10_ 22  0.00306 0.00591 0.00623
5773345  r_01_ 23  0.00242 0.00624 0.00625
5773345  r_10_ 23  0.00106 0.00669 0.00620
5773345  r_01_ 24 -0.00049 0.00903 0.00828
5773345  r_10_ 24  0.00219 0.01248 0.01296
5950854  r_02_ 16  0.05547 0.00536 0.00525
5950854  r_02_ 17  0.05992 0.00325 0.02468
5950854  r_02_ 18  0.05139 0.00214 0.00205
5950854  r_02_ 19  0.05182 0.00496 0.00510
5950854  r_02_ 20  0.03816 0.00426 0.00400
5950854  r_02_ 21  0.03784 0.01225 0.01148
5950854  r_02_ 22  0.03206 0.01313 0.01311
5950854  r_01_ 15  0.05848 0.00743 0.00732
5950854  r_10_ 15  0.05734 0.00491 0.00527
5950854  r_01_ 16  0.05599 0.00303 0.00295
5950854  r_10_ 16  0.05773 0.00207 0.00227
5950854  r_01_ 17  0.05868 0.00140 0.00153
5950854  r_10_ 17  0.05669 0.00119 0.00130
5950854  r_01_ 18  0.05296 0.00121 0.00124
5950854  r_10_ 18  0.04962 0.00183 0.00178
5950854  r_01_ 19  0.04691 0.00262 0.00252
5950854  r_10_ 19  0.04593 0.00233 0.00225
5950854  r_01_ 20  0.04477 0.00214 0.00212
5950854  r_10_ 20  0.04515 0.00334 0.00350
5950854  r_01_ 21  0.04631 0.00561 0.00605
5950854  r_10_ 21  0.04387 0.00767 0.00691
6106415  r_02_ 14  0.07602 0.00312 0.00350
6106415  r_02_ 15  0.07558 0.00405 0.00323
6106415  r_02_ 16  0.06929 0.00208 0.00211
6106415  r_02_ 17  0.07185 0.00195 0.00174
6106415  r_02_ 18  0.07102 0.00153 0.00139
6106415  r_02_ 19  0.06851 0.00118 0.00109
6106415  r_02_ 20  0.06823 0.00109 0.00111
6106415  r_02_ 21  0.06551 0.00136 0.00142
6106415  r_02_ 22  0.06424 0.00185 0.00217
6106415  r_02_ 23  0.05378 0.00242 0.00240
6106415  r_02_ 24  0.05255 0.00336 0.00368
6106415  r_02_ 25  0.05331 0.00627 0.00667
6106415  r_02_ 26  0.03525 0.01442 0.01398
6106415  r_02_ 27  0.02791 0.01817 0.01421
6106415  r_10_ 13  0.04366 0.00200 0.00187
6106415  r_01_ 14  0.04284 0.00170 0.00163
6106415  r_10_ 14  0.04280 0.00159 0.00143
6106415  r_01_ 15  0.04272 0.00111 0.00120
6106415  r_10_ 15  0.04139 0.00096 0.00115
6106415  r_01_ 16  0.04003 0.00097 0.00092
6106415  r_10_ 16  0.03980 0.00096 0.00083
6106415  r_01_ 17  0.03968 0.00082 0.00091
6106415  r_10_ 17  0.03886 0.00094 0.00079
6106415  r_01_ 18  0.03662 0.00085 0.00079
6106415  r_10_ 18  0.03549 0.00073 0.00074
6106415  r_01_ 19  0.03488 0.00065 0.00072
6106415  r_10_ 19  0.03378 0.00070 0.00065
