3456181  24 0 1310.73987 0.79444 0.79454 2.80155 0.23343 0.20120  4.21566 0.88427 1.13295 > 6.
3456181  24 1 1334.23013 0.69220 0.60347                                                  > 6.
3456181  24 2 1356.35093 1.78805 1.26684                                                    0.26
3456181  25 0 1364.42623 0.69885 0.76567 2.32650 0.24373 0.15831  4.58657 1.15207 1.20481   2.52
3456181  25 1 1391.33650 1.37352 1.24129                                                    2.29
3632418   9 2  678.05824 2.87719 0.80631                                                    0.35
3632418  10 0  683.11113 0.15844 0.15701 1.32738 0.16597 0.12819  0.85347 0.27154 0.47976 > 6.
3632418  10 1  708.43869 0.24146 0.25159                                                    3.51
3632418  10 2  737.13421 1.45432 1.52935                                                  > 6.
3632418  11 0  740.80895 0.29385 0.28884 1.87727 0.12545 0.14432  2.06933 0.55032 0.60072 > 6.
3632418  11 1  766.65385 0.18783 0.18554                                                  > 6.
3632418  11 2  794.17775 0.41462 0.54488                                                    2.92
3632418  12 0  799.37546 0.12470 0.13404 2.32023 0.09589 0.16313  1.68261 0.30160 0.46229 > 6.
3632418  12 1  824.98340 0.16376 0.16296                                                  > 6.
3632418  12 2  853.86512 0.41017 0.41946                                                  > 6.
3632418  13 0  859.59247 0.16642 0.16873 2.82570 0.13733 0.08055  2.60341 0.28507 0.30694 > 6.
3632418  13 1  885.59596 0.14315 0.16327                                                  > 6.
3632418  13 2  915.61809 0.25875 0.28462                                                  > 6.
3632418  14 0  920.33263 0.10965 0.12597 3.49227 0.09706 0.11950  2.19082 0.21009 0.25433 > 6.
3632418  14 1  946.17729 0.11022 0.11389                                                  > 6.
3632418  14 2  976.47977 0.31679 0.30571                                                  > 6.
3632418  15 0  980.25274 0.17907 0.18715 3.90440 0.11687 0.11308  3.03393 0.28135 0.30110 > 6.
3632418  15 1 1005.96401 0.11494 0.11216                                                  > 6.
3632418  15 2 1035.14205 0.24187 0.23130                                                  > 6.
3632418  16 0 1039.36603 0.14042 0.13504 4.88779 0.13336 0.11053  2.81035 0.21058 0.23818 > 6.
3632418  16 1 1065.17356 0.10251 0.09056                                                  > 6.
3632418  16 2 1094.74497 0.20514 0.20743                                                  > 6.
3632418  17 0 1099.23174 0.10003 0.09478 4.92513 0.12998 0.10912  2.36439 0.19371 0.21092 > 6.
3632418  17 1 1125.57411 0.09346 0.08292                                                  > 6.
3632418  17 2 1155.42223 0.22256 0.22141                                                  > 6.
3632418  18 0 1159.99638 0.11772 0.12166 5.15219 0.13569 0.11349  2.51827 0.18216 0.24287 > 6.
3632418  18 1 1186.65609 0.09685 0.08530                                                  > 6.
3632418  18 2 1217.40863 0.22238 0.23669                                                  > 6.
3632418  19 0 1221.47016 0.14669 0.13439 4.75005 0.13474 0.10670  2.80963 0.24993 0.18900 > 6.
3632418  19 1 1248.36604 0.10354 0.09684                                                  > 6.
3632418  19 2 1278.86039 0.26519 0.25104                                                  > 6.
3632418  20 0 1282.87691 0.21098 0.20017 4.55520 0.11607 0.10793  3.71340 0.29209 0.19141 > 6.
3632418  20 1 1309.69117 0.13100 0.12126                                                  > 6.
3632418  20 2 1340.00970 0.29255 0.31984                                                  > 6.
3632418  21 0 1343.79951 0.20638 0.18978 4.11308 0.08364 0.11962  3.68366 0.20406 0.33705 > 6.
3632418  21 1 1371.18232 0.14071 0.15411                                                  > 6.
3632418  21 2 1400.63164 0.35399 0.36082                                                  > 6.
3632418  22 0 1405.43753 0.26996 0.27371 3.34918 0.09077 0.09685  4.62010 0.33739 0.34312 > 6.
3632418  22 1 1432.46708 0.19734 0.18421                                                  > 6.
3632418  22 2 1461.77776 0.64120 0.55237                                                  > 6.
3632418  23 0 1466.07689 0.31112 0.34759 2.97704 0.08481 0.09426  5.66023 0.48509 0.48756 > 6.
3632418  23 1 1493.98326 0.27511 0.26555                                                  > 6.
3632418  23 2 1524.08154 0.77800 0.71980                                                  > 6.
3632418  24 0 1527.83981 0.48880 0.54677 2.52465 0.08337 0.08301  6.75214 0.78006 0.59356 > 6.
3632418  24 1 1555.85391 0.31514 0.31697                                                  > 6.
3632418  24 2 1587.47362 0.80766 0.88287                                                  > 6.
3632418  25 0 1589.72718 0.53321 0.56495 1.96157 0.08535 0.08166  5.90311 0.80438 0.63018 > 6.
3632418  25 1 1618.02937 0.50244 0.48914                                                  > 6.
3632418  25 2 1646.02498 1.40934 1.20784                                                    1.62
3632418  26 0 1650.76311 0.78431 0.90821 1.66589 0.08235 0.08857  7.91871 1.45169 1.38769 > 6.
3632418  26 1 1680.33491 0.63765 0.77295                                                    3.99
3632418  26 2 1709.45464 1.81221 1.77757                                                    0.67
3632418  27 0 1715.92388 1.05386 0.97823 1.19251 0.06981 0.09462  6.40459 1.91092 1.82795   3.14
3632418  27 1 1742.03213 0.93067 0.83364                                                  > 6.
3656476  12 1 1297.17230 3.02862 0.63146                                                  > 6.
3656476  13 0 1350.54333 0.43622 0.32510 1.29464 0.27515 0.21020  0.86059 0.51166 0.97602 > 6.
3656476  13 1 1391.43336 0.35546 0.30680                                                  > 6.
3656476  14 0 1443.62937 0.49601 0.42052 1.93839 0.28347 0.16655  2.01750 0.62862 0.87853 > 6.
3656476  14 1 1483.93642 0.17811 0.16962                                                  > 6.
3656476  14 2 1529.46486 0.24285 0.27634                                                  > 6.
3656476  15 0 1534.93715 0.13109 0.13021 2.04194 0.11384 0.16808  1.06781 0.21414 0.23012 > 6.
3656476  15 1 1575.39871 0.08072 0.08425                                                  > 6.
3656476  15 2 1621.20436 0.15626 0.16168                                                  > 6.
3656476  16 0 1626.72874 0.06536 0.07606 2.92603 0.12090 0.14739  0.92756 0.14454 0.12831 > 6.
3656476  16 1 1667.57657 0.07653 0.07223                                                  > 6.
3656476  16 2 1713.76183 0.10422 0.10030                                                  > 6.
3656476  17 0 1719.20459 0.05734 0.05312 3.56888 0.14335 0.13639  0.90537 0.08646 0.10569 > 6.
3656476  17 1 1760.68862 0.06760 0.05675                                                  > 6.
3656476  17 2 1807.31481 0.07857 0.06652                                                  > 6.
3656476  18 0 1812.34433 0.05764 0.05680 4.17694 0.15218 0.17593  0.81250 0.09657 0.08147 > 6.
3656476  17 3 1846.91404 0.27012 0.33842                                                  > 6.
3656476  18 1 1854.22658 0.04412 0.04465                                                  > 6.
3656476  18 2 1900.96851 0.06514 0.06366                                                  > 6.
